Model.Year,Type,Weight,Horsepower,Acceleration,MPG,CO2
1995,SUV,3500,94,13.2003,20.99489,423.29349
1996,SUV,3500,130,11.1597,20.29168,437.9628
1997,SUV,3500,130,11.7893,18.92057,469.70034
1998,SUV,3500,130,12.1865,19.7447,450.09547
1999,SUV,3500,130,12.2307,19.66936,451.81956
2000,SUV,3500,130,11.7105,18.74666,474.05774
2001,SUV,3500,130,11.5504,18.37903,483.54033
2002,SUV,3500,130,11.7057,18.44391,481.83933
2005,SUV,3851.313,163.1866,10.4201,20.80417,427.1739
2006,SUV,3815.006,160.7904,10.5694,20.94009,424.40127
2007,SUV,3962.947,191.2945,9.9334,20.03961,443.47173
2008,SUV,4049.842,197.1426,9.8607,20.00359,444.27021
2009,SUV,3989.387,196.0193,9.6886,20.60742,431.25245
2010,SUV,3543.117,143.0383,11.123,22.41256,396.51868
2011,SUV,3923.177,201.9355,8.9255,24.24259,366.58626
2012,SUV,3973.838,210.6847,8.7638,23.86686,372.35729
2013,SUV,3977.753,213.0688,8.7082,23.82232,373.05345
2014,SUV,3999.06,218.9243,8.6238,22.23822,399.62725
2015,SUV,3970.311,217.0826,8.6279,22.62763,392.74986
2016,SUV,3884.135,193.3997,9.0337,23.93099,371.35944
2017,SUV,3766.692,189.4091,8.982,25.08985,354.20692
2018,SUV,3695.494,186.7064,8.9379,25.66584,346.25787
2019,SUV,3522.018,183.466,8.7999,26.36402,337.08814
2020,SUV,3524.429,183.6383,8.7964,26.82236,331.32805
2021,SUV,3352.122,171.6906,8.9729,28.49938,311.83136
2022,SUV,3403.956,175.1942,8.9226,27.97274,317.70216
2002,Van,5000,193,10.7733,16.23729,547.32029
2003,Van,5000,193,10.6798,16.18822,548.97934
2004,Van,5000,195,10.6295,17.25561,515.02089
2005,Van,5000,195,10.564,17.30949,513.41774
2006,Van,4500,244,8.6758,19.16081,463.81128
2007,Van,4500,244,8.7507,19.16081,463.81128
2008,Van,4500,244,8.8051,19.16081,463.81128
2009,Van,4500,250,8.4784,19.16081,463.81127
2010,Van,4500,250,8.5694,19.84192,447.89004
2011,Van,4500,271,7.9616,21.27521,417.71614
2012,Van,4500,271,7.9616,21.27521,417.71614
2014,Van,4500,269,7.9979,20.24938,438.87768
2015,Van,4557.714,276,7.9611,20.8364,426.5132
2016,Van,4529.465,276,7.9339,20.8993,425.22951
2017,Van,4512.244,276,7.9174,20.99182,423.35546
2018,Van,4565.842,276,7.9689,20.87212,425.78323
2019,Van,4757.516,276,7.6837,21.1284,420.61865
2020,Van,4755.703,276,7.6821,21.13532,420.48097
2021,Van,4737.321,276,7.6654,21.1445,420.29838
2022,Van,4648.8,290,7.3287,23.00608,386.28913
1993,Sedan,2750,82,13.2787,26.13454,340.048
1994,Sedan,2750,88,12.0647,26.9255,330.05882
1995,Sedan,2750,98.9203,11.6378,25.43451,349.40712
1996,Sedan,2750,121.2345,10.4748,23.65191,375.74135
1997,Sedan,2750,120.8954,10.4222,25.09654,354.11249
1998,Sedan,2750,125,10.5987,24.99207,355.59276
1999,Sedan,2750,125,10.5411,24.91347,356.71471
2000,Sedan,2750,125,10.0721,24.15929,367.85027
2001,Sedan,2777.013,117.6811,10.5068,24.30399,365.66012
2002,Sedan,2996.641,119.4941,11.1136,23.52441,377.77778
2003,Sedan,3004.614,123.2827,10.7065,24.04599,369.58341
2004,Sedan,3257.404,139.8928,10.2986,23.13628,384.11534
2005,Sedan,3239.244,142.3395,10.0803,23.3251,381.00584
2006,Sedan,3134.751,139.7392,10.0732,25.69663,345.84301
2007,Sedan,3214.751,145.8223,10.0516,26.02557,341.47185
2008,Sedan,3223.861,145.5368,10.1068,26.23691,338.72126
2009,Sedan,3114.313,142.1909,9.9558,27.28234,325.74189
2010,Sedan,3039.515,150.5327,9.4703,28.11038,316.14661
2011,Sedan,3123.862,161.6113,9.1002,28.12554,315.97611
2012,Sedan,3165.95,174.0209,8.4348,28.35231,313.44884
2013,Sedan,3191.066,175.3382,8.4422,28.49828,311.8434
2014,Sedan,3196.983,171.9297,8.5795,27.58105,322.21394
2015,Sedan,3264.349,175.5133,8.5276,27.63014,321.4821
2016,Sedan,3154.485,162.1776,8.7819,28.90753,306.90812
2017,Sedan,3186.199,155.4369,8.8185,31.70933,279.57819
2018,Sedan,3266.92,165.6438,8.6949,30.60687,289.76888
2019,Sedan,3259.794,162.2625,8.7319,31.91637,276.85203
2020,Sedan,3165.082,157.9948,8.767,32.81806,269.26247
2021,Sedan,3170.214,158.8203,8.6067,33.37512,265.85022
2022,Sedan,3353.095,175.1588,8.2204,35.29778,242.93301
1995,SUV,3500,110.1362,12.7015,19.9385,445.72057
1996,SUV,3500,130,12.0952,18.80698,472.53721
1997,SUV,3500,130,11.9764,19.5149,455.39568
1998,SUV,3500,130,12.4269,19.74496,450.08954
1999,SUV,3500,130,12.3873,19.66743,451.86388
2000,SUV,3500,130,11.864,18.92064,469.69875
2001,SUV,3500,130,11.7344,18.38573,483.36395
2002,SUV,3500,130,11.8581,18.55475,478.96088
2003,SUV,4500,192,10.2356,15.63242,568.49796
2004,SUV,4500,192,10.1831,16.00469,555.27469
2005,SUV,4427.671,189.1574,9.9293,16.73102,531.16919
2006,SUV,4388.995,187.4373,10.0688,17.00739,522.53742
2007,SUV,4245.388,215.5179,9.5389,18.4503,481.67245
2008,SUV,4238.581,208.3286,9.7822,18.65894,476.28646
2009,SUV,4245.434,215.3929,9.4343,19.35772,459.09326
2010,SUV,4000,172.5316,10.6071,20.2741,438.34246
2011,SUV,4056.397,211.943,9.0114,22.80526,389.69085
2012,SUV,3541.379,182.9517,9.0942,23.39133,379.92707
2013,SUV,3541.859,183.0323,9.0925,23.39044,379.94147
2014,SUV,3567.123,192.4712,8.833,22.48642,395.21636
2015,SUV,3507.383,183.1517,9.021,22.64596,392.43207
2016,SUV,4224.569,250.2765,8.1781,21.93334,405.1823
2003,SUV,5500,366.7894,7.366,14.70659,604.28704
2004,SUV,5471.897,292.4305,8.5944,15.18939,585.76614
2005,SUV,5382.466,291.894,8.4785,15.45548,575.00628
2006,SUV,5407.332,298.7104,8.4649,15.45643,576.63338
2007,SUV,5568.022,300.1626,8.4174,15.6949,567.22882
2008,SUV,5566.294,320.1756,8.1748,16.28133,546.08652
2009,SUV,4776.387,258.7163,8.3214,18.82594,474.6708
2010,SUV,4626.82,247.8242,8.4994,19.69174,456.72564
2011,SUV,4624.965,252.9041,8.1657,21.2369,423.54412
2012,SUV,4737.479,258.0587,8.1184,21.45091,420.93687
2013,SUV,4786.31,263.9058,7.9993,21.40213,423.18167
2014,SUV,4800.529,267.7154,7.9167,21.59208,422.17551
2015,SUV,4795.394,263.6744,7.9209,21.53597,420.82233
2016,SUV,4590.994,262.8229,7.8092,22.06187,405.23632
2017,SUV,4653.872,284.2099,7.476,21.72664,408.2598
2018,SUV,4472.609,256.9059,7.7313,22.83029,389.14866
2019,SUV,4623.597,263.317,7.6462,22.9569,383.59519
2020,SUV,4394.661,247.6402,7.6948,22.735,389.29401
2021,SUV,4607.922,268.0791,7.3109,22.74491,386.091
2022,SUV,4574.764,259.9045,7.3471,24.36909,357.00676
2009,Truck,4386.919,223.7984,9.1952,20.276,438.30137
2010,Truck,4410.461,229.7794,9.0858,20.90543,425.10478
2011,Truck,4360.718,231.0169,8.9739,21.01003,422.98838
2012,Truck,4357.74,235.0373,8.8179,22.10084,402.11139
2013,Truck,4245.695,228.202,8.8825,22.59844,393.25722
2014,Truck,4151.23,227.3897,8.7666,23.52838,377.71412
2015,Truck,4207.028,225.7729,8.7384,24.68418,360.02809
2016,Truck,4229.032,246.3514,8.086,24.30672,365.61911
2017,Truck,4104.308,245.4249,7.893,24.85579,357.54244
2018,Truck,4038.325,237.0997,7.9534,25.80486,344.39253
2019,Truck,4129.867,247.2679,7.7371,25.00948,355.34525
2020,Truck,4238.301,243.4539,7.8168,25.43068,349.45981
2021,Truck,4241.945,240.3849,7.6873,25.56291,347.65215
2022,Truck,4319.591,244.6987,7.6199,25.16983,353.08144
1994,SUV,4000,160.596,10.5257,16.83283,527.95649
1996,SUV,4000,181.463,10.1873,16.34706,543.64529
1997,SUV,4000,190,9.8466,15.92153,558.17488
1998,SUV,3656.342,150.702,11.7325,20.28711,438.06139
1999,SUV,3655.309,164.3265,10.8946,20.23457,439.19883
2000,SUV,3633.008,161.6949,10.4941,20.42623,435.07782
2001,SUV,3605.069,158.3981,10.4357,20.75024,428.2842
2002,SUV,3542.904,163.8614,10.1103,22.90281,388.03092
2003,SUV,3500,160,10.1047,23.49695,378.21932
2004,SUV,3500,160,10.1233,23.24972,382.24111
2005,SUV,3500,160,9.7669,23.32521,381.00403
2006,SUV,3500,156,10.0152,23.32521,381.00403
2007,SUV,3500,166,9.7032,23.59768,376.60476
2008,SUV,3500,166,9.7635,23.49878,378.18981
2009,SUV,3500,166,9.5439,23.49878,378.18981
2010,SUV,3533.887,184.0664,9.0598,24.35078,364.95745
2011,SUV,3538.029,184.5635,9.0487,24.15089,367.97809
2012,SUV,3635.524,201.7756,8.7449,25.23909,352.11248
2013,SUV,3666.372,205.8546,8.6314,25.75394,345.07338
2014,SUV,3597.866,198.841,8.734,26.02274,341.50899
2015,SUV,3650.487,201.0625,8.4821,28.35966,313.36759
2016,SUV,3465.251,182.439,9.0362,29.20509,304.29624
2017,SUV,3589.698,204.8424,8.1799,29.53031,300.94501
2018,SUV,3550.029,197.7212,8.283,30.21461,294.12923
2019,SUV,3605.491,206.8841,7.9743,29.4327,301.94304
2020,SUV,3615.278,209.3234,7.8751,29.53979,300.8485
2021,SUV,3665.527,218.2227,7.6839,28.54209,311.36471
2022,SUV,3600.423,207.2493,7.9438,29.49299,301.32581
1995,Van,3500,140,11.3228,20.90031,425.20895
1996,Van,3500,145,11.5565,23.28313,381.69265
1997,Van,3500,130,12.3827,20.23778,439.1292
1998,Van,3500,150,11.5647,21.92938,405.25541
1999,Van,4500,205,10.5329,19.83429,448.06236
2000,Van,4500,205,10.0697,19.62397,452.86449
2001,Van,4500,205,9.9202,19.61051,453.17524
2002,Van,4500,240,8.8574,19.70452,451.0133
2003,Van,4500,240,8.7805,19.65657,452.11351
2004,Van,4500,240,8.7966,19.59144,453.61653
2005,Van,4500,255,8.4199,20.95287,424.14245
2006,Van,4500,244,8.7285,20.98838,423.42479
2007,Van,4500,244,8.8038,19.94136,445.65666
2008,Van,4500,241.8963,8.9064,20.39302,435.7864
2009,Van,4835.321,241.9881,9.0603,20.3944,435.75695
2010,Van,4840.431,244,9.1116,20.17616,440.47034
2011,Van,4500,248,8.6086,22.3059,398.41478
2012,Van,4500,248,8.6058,22.32039,398.15607
2013,Van,4500,248,8.6132,22.29368,398.63318
2014,Van,4500,248,8.4094,23.05197,385.52027
2015,Van,4500,248,8.4094,23.05197,385.52027
2016,Van,4500,248,8.4094,23.05197,385.52027
2017,Van,4500,248,8.4094,23.19172,383.19714
2018,Van,4598.444,280,7.1581,23.2695,381.91631
2019,Van,4574.966,280,7.1601,23.2303,382.56065
2020,Van,4568.292,280,6.9884,23.61242,376.3697
2021,Van,4534.28,280,6.9597,23.62744,376.13041
2022,Van,4587.614,280,7.0047,23.6039,376.50564
1978,Sedan,2125.731,63.1319,14.7906,28.62626,310.44924
1979,Sedan,2307.891,64.2446,17.1348,24.66368,360.32744
1980,Sedan,2330,67.9808,17.0027,24.79906,358.36033
1981,Sedan,2342.626,71.1884,16.0922,26.15433,339.79073
1982,Sedan,2353.727,71.4724,17.1976,28.39751,312.94997
1983,Sedan,2379.661,73.5538,15.6151,29.98847,296.34727
1984,Sedan,2379.815,84.3079,14.0604,29.94806,296.74706
1985,Sedan,2432.427,84.4769,14.0765,28.75468,309.06269
1986,Sedan,2564.539,89.8552,13.6089,28.4728,312.12245
1987,Sedan,2632.956,92.9923,13.9494,27.73391,320.438
1988,Sedan,2769.748,105.2522,13.1202,26.74169,332.32755
1989,Sedan,2800.162,110.2078,12.177,26.2212,338.92423
1990,Sedan,2884.394,121.2141,10.9125,25.37107,350.28084
1978,Sedan,3648.532,122.7777,13.9414,16.25468,546.73474
1979,Sedan,3386.897,109.7694,15.127,17.91774,495.98896
1980,Sedan,3075.336,88.7186,16.8165,19.35529,459.15092
1981,Sedan,2833.106,91.6173,15.6194,22.23262,399.72804
1982,Sedan,2942.106,94.319,16.7506,22.93568,387.47487
1983,Sedan,2843.078,90.3069,15.6679,24.15636,367.89478
1984,Sedan,2789.989,91.6876,15.3489,24.28044,366.01483
1985,Sedan,2881.014,105.7374,13.9212,23.94634,371.12142
1986,Sedan,2882.586,104.0969,13.593,24.20714,367.12306
1987,Sedan,2896.696,106.4735,13.506,23.39589,379.85301
1988,Sedan,2956.483,108.9368,13.6794,23.99535,370.3635
1989,Sedan,3072.852,111.4561,13.1393,23.57729,376.93059
1990,Sedan,3214.075,124.2038,11.7028,22.94349,387.34299
1991,Sedan,3189.089,126.0511,11.6739,22.88913,388.26288
1992,Sedan,3172.034,125.8,11.4316,22.99643,386.45134
1993,Sedan,3178.218,133.063,10.3864,23.1365,384.11172
1994,Sedan,3361.096,145.8527,10.0425,21.774,408.14739
1995,Sedan,3205.765,152.6516,9.5034,23.29176,381.55132
1996,Sedan,3332.67,164.3926,9.6156,22.53123,394.43037
1997,Sedan,3355.153,162.7804,9.7501,22.43242,396.16774
1998,Sedan,3230.071,153.6459,10.2346,23.29003,381.57955
1999,Sedan,3515.61,185.1459,9.5333,22.1345,401.49997
2000,Sedan,3393.534,173.1479,9.4099,22.47769,395.36987
2001,Sedan,3453.552,174.1958,9.2531,22.32086,398.14774
2002,Sedan,3474.57,190.7457,8.9674,21.72972,408.97907
2003,Sedan,3373.3,166.9798,9.3668,22.71509,391.23779
2004,Sedan,3622.826,196.8371,8.7299,21.91998,405.4293
2005,Sedan,3756.873,214.1589,8.4203,21.2068,419.0637
2006,Sedan,3950.141,244.419,7.9357,20.38705,435.91406
2007,Sedan,3824.573,222.7308,8.2067,21.5611,412.17757
2008,Sedan,3789.452,207.8514,8.8337,22.13546,401.48246
2009,Sedan,3837.606,225.9555,8.2669,21.94479,404.97093
2010,Sedan,3839.859,223.9362,8.397,22.17459,400.77409
2011,Sedan,3880.831,254.2936,7.6162,22.62636,392.772
2012,Sedan,3707.097,232.3499,8.0526,23.8797,372.15718
2013,Sedan,3720.236,226.3391,8.0781,24.45423,363.11404
2014,Sedan,3895.894,257.94,7.4901,23.38337,379.48149
2015,Sedan,3746.7,241.3994,7.3232,25.64282,345.53246
2016,Sedan,3932.015,283.2793,6.8334,24.07618,368.16382
2017,Sedan,4023.374,305.2303,6.477,23.6588,372.98263
2018,Sedan,4178.69,341.4689,6.012,22.36767,396.96659
2019,Sedan,4184.737,339.1871,6.0153,22.21552,399.8887
2020,Sedan,4220.908,359.9493,5.8371,21.6858,409.80742
2021,Sedan,4266.903,373.9067,5.7003,21.32815,416.67939
2022,Sedan,4238.668,361.5029,5.853,21.60976,411.24936
1978,SUV,3608.05,130.5732,12.8272,13.24543,670.94846
1979,SUV,3645.512,128.6224,13.8942,12.85027,691.58103
1980,SUV,3506.962,110.9993,15.4749,14.27639,622.49635
1981,SUV,3502.483,114.1915,15.0896,15.69258,566.31849
1982,SUV,3741.761,120.7886,15.9842,15.09607,588.69612
1983,SUV,3676.22,123.1067,14.1889,15.04845,590.55916
1984,SUV,3646.038,118.3486,14.9155,15.52872,572.2945
1985,SUV,4471.419,144.8613,14.3809,12.73637,697.76552
1986,SUV,3744.817,122.2635,13.9974,16.20232,548.56146
1987,SUV,3688.803,144.8846,12.4903,16.79785,529.08255
1988,SUV,3664.588,155.4343,12.0571,16.18872,548.96245
1989,SUV,3646.846,157.5632,11.4781,16.15115,550.23946
1990,SUV,3566.211,160.0665,10.5064,16.63656,534.18484
1991,SUV,3571.535,171.8039,10.0478,16.22101,547.86962
1992,SUV,3448.652,180.9222,9.3937,16.48563,539.07569
1993,SUV,3478.383,178.9257,8.7986,16.64359,533.95933
1994,SUV,3738.142,190.3588,8.8325,15.71893,565.36913
1995,SUV,3667.706,182.9713,9.2218,15.96979,556.4881
1996,SUV,3810.51,197.537,9.3769,15.72441,565.17235
1997,SUV,3796.512,179.7235,9.943,16.28152,545.83344
1998,SUV,4144.393,194.6405,10.1571,15.52383,572.47476
1999,SUV,4327.089,208.1136,9.9304,15.43646,575.71481
2000,SUV,4252.801,208.091,9.4141,15.49397,573.57801
2001,SUV,4299.17,205.3881,9.3848,15.45177,575.14429
2002,SUV,4380.651,216.9837,9.3103,15.67492,566.95651
2003,SUV,4355.43,216.7617,9.1165,16.48374,539.13752
2004,SUV,4291.731,221.1798,9.0117,16.36655,542.99772
2005,SUV,4544.561,224.9369,9.0416,15.96825,557.46881
2006,SUV,4622.801,228.678,9.1431,16.00323,556.12917
2007,SUV,4431.563,218.1792,9.3111,17.25778,515.26256
2008,SUV,4397.328,217.1057,9.4052,17.78901,499.79712
2009,SUV,4351.445,216.9339,9.043,18.14624,489.74325
2010,SUV,4274.22,210.6088,9.235,18.4858,480.74729
2011,SUV,4471.993,245.0184,8.774,19.05637,466.35314
2012,SUV,4517.467,268.414,8.2607,18.88725,470.52909
2013,SUV,4537.301,279.0893,8.0204,18.99036,467.97422
2014,SUV,4508.163,266.5273,7.8682,20.27046,438.4212
2015,SUV,4443.332,263.3043,7.8525,20.57873,432.31853
2016,SUV,4242.682,246.2778,8.0863,21.27157,417.95941
2017,SUV,4411.514,260.8852,7.8816,21.02616,422.66394
2018,SUV,4413.376,259.5421,7.7842,21.64353,410.76518
2019,SUV,4380.404,260.7332,7.6036,22.3687,397.29665
2020,SUV,4476.7,263.5702,7.661,22.03362,403.65976
2021,SUV,4624.188,273.261,7.3762,22.13507,399.72414
2022,SUV,4698.021,283.2282,7.3179,22.04899,397.55625
2017,SUV,4230.607,234.3436,8.623,22.25554,399.31638
2018,SUV,4192.465,225.5452,8.8119,22.39992,396.74245
2019,SUV,4160.095,225.877,8.5343,23.31731,381.13323
2020,SUV,4260.616,243.5571,8.1459,22.97482,386.81485
2021,SUV,4054.526,228.2126,8.2335,24.75826,358.95084
2022,SUV,4222.991,242.931,7.8965,24.39241,363.06468
1978,Truck,3000,66.7556,18.4613,26.9445,329.82613
1979,Truck,3000,72,18.2882,25.671,346.18835
1980,Truck,2907.245,75.9376,17.6611,25.61521,346.94229
1981,Truck,2885.089,76.1117,17.548,26.36045,337.13384
1982,Truck,2920.562,72.0141,19.4523,26.88853,340.20004
1983,Truck,2907.946,74.8448,17.2945,26.05459,343.3273
1984,Truck,2860.102,76.754,16.8034,25.27443,352.45204
1986,Truck,3000,80,15.6374,23.55296,377.31989
1987,Truck,3061.71,84.5988,15.5545,22.17734,400.72428
1988,Truck,3030.32,86.034,15.4437,22.22469,399.87054
1989,Truck,3290.689,102.2835,14.408,21.14925,420.20409
1990,Truck,3472.404,115.6459,13.1365,19.47657,456.29191
1991,Truck,3607.88,124.3489,12.909,19.00736,467.55574
1992,Truck,3652.514,126.2784,12.5865,19.30174,460.42487
1993,Truck,3616.247,125.3039,11.8369,19.36204,458.99088
1994,Truck,3708.007,140.1718,10.7235,19.528,455.09014
1995,Truck,3767.895,132.9545,11.5508,20.10357,442.06077
1996,Truck,4133.196,152,12.1742,17.18332,517.18754
1997,Truck,4178.131,152,12.2342,16.91877,525.2747
1998,Truck,3784.826,137.8908,12.044,19.06446,466.15528
1999,Truck,3664.177,133.5738,11.8278,19.52939,455.0578
2000,Truck,3860.534,157.944,10.9528,18.93128,469.43474
2001,Truck,3727.452,168.2867,10.1853,18.84913,471.48069
2002,Truck,3743.536,184.3541,9.7032,19.14679,464.15082
2003,Truck,3777.898,186.929,9.4745,19.33781,459.56596
2004,Truck,3782.349,189.6621,9.4083,19.27275,461.1174
2005,Truck,3923.742,190.4519,9.5895,19.15212,464.02175
2006,Truck,3876.63,185.4024,9.7483,19.53112,455.01742
2007,Truck,4168.145,244.5469,8.0333,18.77059,473.45334
2008,Truck,4105.364,230.3919,8.7045,19.80284,448.77399
2009,Truck,3896.286,203.7801,9.1484,21.01758,422.83642
2010,Truck,4110.014,229.13,8.6719,20.09761,442.19197
2011,Truck,4422.994,267.5853,7.7796,19.60595,453.28073
2012,Truck,4003.425,215.4794,8.9933,21.83347,407.03564
2013,Truck,3858.846,197.3998,9.332,23.64477,375.85482
2014,Truck,4015.82,199.6816,9.3161,24.33067,365.25918
2015,Truck,4052.371,200.9,9.2931,24.4864,362.93623
2016,Truck,4052.669,191.0505,9.4268,26.24295,338.64336
2017,Truck,4079.494,193.3596,9.3834,25.78301,344.68437
2018,Truck,4134.91,197.788,9.2591,26.33685,337.44755
2019,Truck,4118.83,202.7336,9.0547,26.036,341.53584
2020,Truck,4014.074,198.5681,9.0808,26.43071,336.2377
2021,Truck,3999.234,201.1459,8.9666,26.22289,338.90239
2022,Truck,3959.736,197.1886,9.0797,26.48172,335.58997
1992,SUV,4000,170,10.2845,17.87037,497.30375
1993,SUV,4000,170,9.6929,18.15661,489.46367
1994,SUV,4000,170,9.5695,17.79639,499.37097
2014,SUV,4685.786,269.803,8.0757,20.84919,426.25161
2015,SUV,4735.173,281.6925,7.8774,20.86508,425.92703
2016,SUV,4730.018,282.2668,7.8701,20.74122,428.47047
2017,SUV,4728.932,279.6629,7.9078,20.7964,427.33361
2018,SUV,4634.528,270.7666,8.0341,21.38678,415.53713
2019,SUV,4746.46,274.4183,7.8609,21.58911,411.64276
2020,SUV,4616.951,280.4727,7.1646,23.54336,377.29949
2021,SUV,4551.433,271.174,7.2265,23.15906,383.48811
2022,SUV,4537.874,273.7138,7.2227,22.75036,390.45426
1978,Truck,4301.813,152.4002,13.2189,12.31965,722.65679
1979,Truck,4585.27,133.7533,15.8073,12.30753,724.97286
1980,Truck,4252.234,135.0291,15.4724,15.19593,589.81408
1981,Truck,4118.191,132.3377,15.44,16.52338,541.77923
1982,Truck,4029.712,132.097,16.1597,17.87765,506.62108
1983,Truck,4143.669,134.401,14.7827,17.57171,511.37562
1984,Truck,4158.035,131.7357,14.9572,17.09749,522.95909
1985,Truck,4098.395,135.5835,14.4457,17.03429,523.19458
1986,Truck,4068.177,137.4541,13.5474,17.07915,521.5415
1987,Truck,4029.452,150.7316,13.0532,17.26462,515.27456
1988,Truck,4139.629,161.1015,12.6622,17.02576,522.36741
1989,Truck,4119.747,165.6826,11.9024,17.12076,519.39028
1990,Truck,4280.687,168.0617,11.4703,16.55572,537.12535
1991,Truck,4005.994,155.8288,11.5551,17.65715,503.57167
1992,Truck,4194.633,167.0966,11.0401,16.91516,525.5463
1993,Truck,4328.878,177.555,10.1031,16.77932,529.64017
1994,Truck,4387.7,181.0928,10.0093,16.66405,533.30388
1995,Truck,4419.778,178.7955,10.3816,16.57871,536.04879
1996,Truck,4502.967,200.4559,10.2658,17.09927,519.9305
1997,Truck,4661.977,211.4361,10.047,16.78989,529.39023
1998,Truck,4394.237,201.4034,10.4403,17.31235,513.39594
1999,Truck,4655.935,217.2242,10.2167,16.50121,538.56912
2000,Truck,4559.091,213.9514,9.8118,16.79893,529.02185
2001,Truck,4786.286,227.1374,9.4806,16.24129,547.18568
2002,Truck,4993.32,254.9063,9.1321,15.93009,557.8751
2003,Truck,4933.451,244.8088,9.3112,16.1919,548.85458
2004,Truck,5085.267,264.2679,8.9046,16.05999,553.36264
2005,Truck,5074.612,265.6996,8.8495,16.28924,545.57499
2006,Truck,4953.873,260.4193,8.9388,16.62059,534.69838
2007,Truck,5365.423,287.7977,8.7452,16.53492,537.46856
2008,Truck,5243.757,280.1835,8.8311,17.08845,520.05893
2009,Truck,5298.988,292.6165,8.2615,17.28683,514.09075
2010,Truck,5336.32,291.735,8.2702,17.98824,494.04505
2011,Truck,5445.976,308.7369,8.0457,17.78019,499.82584
2012,Truck,5319.591,298.9802,8.1336,18.08526,491.39458
2013,Truck,5381.484,298.8905,8.2145,18.16609,489.20811
2014,Truck,5306.125,310.7586,7.9164,19.32426,459.88832
2015,Truck,5332.489,318.2345,7.8173,19.69563,451.21681
2016,Truck,5254.955,308.9441,7.9145,19.55887,454.89083
2017,Truck,5220.176,311.6402,7.7806,19.7066,451.40317
2018,Truck,5140.897,313.4723,7.5967,20.4002,436.15996
2019,Truck,4859.848,306.4665,7.3947,20.42183,435.40409
2020,Truck,4816.409,302.2147,7.3089,20.86299,427.44844
2021,Truck,5098.745,312.7963,7.2254,20.16535,443.95612
2022,Truck,5052.554,300.6507,7.4208,20.17914,443.22541
1978,SUV,4000,126.0754,14.5076,14.94651,594.58685
1982,SUV,3461.494,112.2083,16.3428,18.76553,473.58117
1983,SUV,3500,108.7732,15.2906,21.42547,414.78663
1984,SUV,3489.294,109.4205,15.1371,20.19706,440.01445
1985,SUV,3500,108.9758,15.1219,20.09098,442.3378
1986,SUV,3500,122.5479,13.4078,18.85025,471.45266
1987,SUV,3500,122.6288,13.6164,19.56111,454.3198
1988,SUV,3500,135.9441,12.8625,19.5557,454.4456
1989,SUV,3500,144.9672,11.5591,19.37171,458.76178
1990,SUV,3500,139.343,11.1276,19.04513,466.62856
1991,SUV,3628.035,135.4786,11.7424,18.9938,467.88957
1992,SUV,3562.195,134.7757,11.742,18.7124,474.92568
1993,SUV,3628.339,159.7241,10.1095,19.50281,455.67791
1994,SUV,3643.676,159.0206,10.0643,18.76574,473.57587
1995,SUV,3727.246,159.4858,10.5292,18.85074,471.44035
1996,SUV,3800.104,158.2681,10.8607,18.76131,473.68759
1997,SUV,3901.79,181.406,10.0621,18.02696,492.98386
1998,SUV,3856.674,186.2755,10.0564,18.37802,483.5668
1999,SUV,3864.546,174.4134,10.4261,18.15872,489.40661
2000,SUV,3909.46,178.926,9.8522,18.00348,493.6269
2001,SUV,3795.251,168.1609,10.1037,19.34617,459.36741
2002,SUV,3889.953,182.3228,9.7559,19.43879,457.17862
2003,SUV,3665.632,164.2142,9.8701,20.74166,428.46136
2004,SUV,3991.06,208.1716,9.0508,19.93049,445.89967
2005,SUV,4011.437,191.9863,9.3915,19.9373,445.74749
2006,SUV,3997.885,195.6454,9.3636,20.12987,441.48332
2007,SUV,3982.857,196.2674,9.3621,20.40339,435.56479
2008,SUV,4083.805,202.2714,9.4074,20.28649,438.07488
2009,SUV,4071.857,197.1726,9.3042,20.68881,429.55593
2010,SUV,4157.151,214.8271,8.9049,23.41338,379.56924
2011,SUV,4027.453,200.6194,9.2562,23.57354,376.99052
2012,SUV,4125.568,214.9333,8.8657,22.87464,388.50887
2013,SUV,4072.395,211.5043,8.9349,24.26219,366.29007
2014,SUV,4082.836,208.9306,9.0237,24.22765,366.81233
2015,SUV,4024.427,208.1753,8.9975,24.79598,358.40493
2016,SUV,3971.387,200.8062,9.1639,25.02244,355.16117
2017,SUV,3899.994,182.874,9.4861,26.04299,341.24345
2018,SUV,3564.163,169.2769,9.1393,28.87992,308.04506
2019,SUV,3586.872,170.4222,9.1229,28.29569,314.1533
2020,SUV,3576.667,168.9366,9.1569,28.21148,315.01362
2021,SUV,3550.874,165.3032,9.2292,29.04495,305.97404
2022,SUV,3556.943,171.241,8.9593,28.99553,306.49557
1978,Van,4313.375,153.2909,13.1797,11.94991,743.68771
1979,Van,4552.532,130.3738,16.3659,12.42753,715.10576
1980,Van,4337.548,144.8402,15.2013,14.22693,624.66032
1981,Van,4373.77,143.3215,15.4143,15.328,579.78869
1982,Van,4447.189,150.6317,16.231,15.19968,584.68344
1983,Van,4551.079,152.7711,14.4648,16.04756,560.28208
1984,Van,4523.077,148.0007,14.7351,15.46092,576.90999
1985,Van,4287.271,154.1737,13.7464,15.91454,559.04901
1986,Van,4240.582,150.0996,13.2994,16.44479,540.77418
1987,Van,4213.995,168.9921,12.4224,16.76003,530.44107
1988,Van,4209.654,168.0743,12.559,17.07899,520.60735
